Resource ID,Resource Type,Account ID,Region,Resource Name,Tags
Z069904535HCUUKB6MD6J,AWS::Route53::HostedZone,215247467417,us-east-1,quoteglobelife.com.,
Z06992663FF23IXBPWW08,AWS::Route53::HostedZone,215247467417,us-east-1,securewithglobelife.com.,
Z06996962ZNYS6O27XWUB,AWS::Route53::HostedZone,215247467417,us-east-1,onedollarlifeoffer.com.,
Z070004724NAHNXAGGGI3,AWS::Route53::HostedZone,215247467417,us-east-1,policyforglobelife.com.,
Z07002472Y2KI15IDOYT4,AWS::Route53::HostedZone,215247467417,us-east-1,shoponedollarlifeinsurance.net.,
Z07008173TVRD2KEXLJ4K,AWS::Route53::HostedZone,267682204662,us-east-1,qa.ct.gli-kmt1.net.,
Z0701035C04YA21PPY49,AWS::Route53::HostedZone,267682204662,us-east-1,qa.globelifetesting.net.,
Z07028491CO9NBPNGOZ16,AWS::Route53::HostedZone,215247467417,us-east-1,globe-familyprotection.com.,
Z0702855UQ75E4MDWIN,AWS::Route53::HostedZone,215247467417,us-east-1,get-insuredwithglobelife.com.,
Z07032881NFTTV0XD788N,AWS::Route53::HostedZone,215247467417,us-east-1,getinsuredwith-globelife.com.,
Z07036381P2H9933B6WMK,AWS::Route53::HostedZone,215247467417,us-east-1,globelifeinsuranceinfofree.com.,
Z0704136YCOEGFJHB586,AWS::Route53::HostedZone,215247467417,us-east-1,trust-globeinsurance.com.,
Z07043551TS26TGDMMHI8,AWS::Route53::HostedZone,215247467417,us-east-1,globeinsurancepolicy.com.,
Z07237003FC2Z8U1MQC3D,AWS::Route53::HostedZone,215247467417,us-east-1,ops.ct.gli-kmt1.net.,
Z0734649N58YU1M9SYFO,AWS::Route53::HostedZone,215247467417,us-east-1,ops.globelifetesting.net.,
Z073800628NWTGE8MMEIL,AWS::Route53::HostedZone,171583586820,us-east-1,si.ct.gli-kmt1.net.,
Z074976613QG2G8RTVJL2,AWS::Route53::HostedZone,215247467417,us-east-1,globelifeinsurance.net.,
Z0754964MZCOVFVVQ9L0,AWS::Route53::HostedZone,641309396896,us-east-1,prv.glitestapp.net.,
Z07560482CZCK5V5E9H6C,AWS::Route53::HostedZone,641309396896,us-east-1,prv.glitest.net.,
Z076841816A0OAZSG9QW7,AWS::Route53::HostedZone,488433867104,us-east-1,gmadsys.net.,
Z07765341BY344VLWC2UP,AWS::Route53::HostedZone,710945443318,us-east-1,staging.glitestapp.net.,
Z07949982ZKWTXC2JHYA3,AWS::Route53::HostedZone,267682204662,us-east-1,startglobenow.com.,
Z0795093TDQXQ0DEU0ZM,AWS::Route53::HostedZone,267682204662,us-east-1,globeinsurance.com.,
Z079533229IKZ2RT2PAD9,AWS::Route53::HostedZone,267682204662,us-east-1,onedollarbuyslife.com.,
Z07954231EFHNSHN3YLOZ,AWS::Route53::HostedZone,267682204662,us-east-1,shopglobeinsurance.net.,
Z0795920WVSR2EULLB65,AWS::Route53::HostedZone,267682204662,us-east-1,globelife-familyprotected.com.,
Z0802009SU51TR3VOUCG,AWS::Route53::HostedZone,813256246874,us-east-1,shopglobeinsurance.net.,
Z0802351KM1WYUE5K9X9,AWS::Route53::HostedZone,813256246874,us-east-1,globelife-familyprotected.com.,
Z080244629Q92EG8TDAYC,AWS::Route53::HostedZone,813256246874,us-east-1,familysafetyresource.org.,
Z080738524O4ZBWPH89G4,AWS::Route53::HostedZone,267682204662,us-east-1,trustglobelife.com.,
Z08077992NQD8STN6PYVJ,AWS::Route53::HostedZone,267682204662,us-east-1,kmt1.net.,
Z08119773413IKLML0YHU,AWS::Route53::HostedZone,813256246874,us-east-1,kmt1.net.,
Z08134943HI552DLCMZSS,AWS::Route53::HostedZone,813256246874,us-east-1,buyglobe.com.,
Z0813513324ZB0MUQWGWP,AWS::Route53::HostedZone,813256246874,us-east-1,onedollarbuyslife.com.,
Z08176363EHDZAZBUZY9V,AWS::Route53::HostedZone,813256246874,us-east-1,onedollarbuysglobe.com.,
Z08182622NKECLX84RLQX,AWS::Route53::HostedZone,813256246874,us-east-1,shopglobeinsurance.net.,
Z08187382YUEZJ1YWRT2G,AWS::Route53::HostedZone,813256246874,us-east-1,globelifecoverageinfo.com.,
Z082526611HF8DL014Z0G,AWS::Route53::HostedZone,215247467417,us-east-1,globelife-familyprotected.com.,
Z08252821ERQ1MH2ZLAWP,AWS::Route53::HostedZone,215247467417,us-east-1,buyglobelifetrustedcoverage.com.,
Z0825635ZB2PMXNKH78C,AWS::Route53::HostedZone,215247467417,us-east-1,chooseglobelifeins.com.,
Z08256433TXY3PPQC8S4I,AWS::Route53::HostedZone,215247467417,us-east-1,trust-globelifeinsurance.com.,
Z08257472I2VJAYMNUZ4I,AWS::Route53::HostedZone,215247467417,us-east-1,globelifeinsurance.com.,
Z082575019W04HAFI5PLI,AWS::Route53::HostedZone,215247467417,us-east-1,globelifepolicyinfo.com.,
Z08260342LP7G9YO7NUVC,AWS::Route53::HostedZone,215247467417,us-east-1,buyglobenow.com.,
Z08260383UVO516IQ3ZN4,AWS::Route53::HostedZone,215247467417,us-east-1,beginglobe.com.,
Z0826075C56B3IA0S96N,AWS::Route53::HostedZone,215247467417,us-east-1,globecoverageinfo.com.,
Z082650310PC1X4ED02LV,AWS::Route53::HostedZone,215247467417,us-east-1,myglobeinsurance.com.,
Z0827132BP453URA7ITV,AWS::Route53::HostedZone,215247467417,us-east-1,kmt1.net.,
Z08271341NNVZCWRELGJ8,AWS::Route53::HostedZone,215247467417,us-east-1,globelifefreeinfo.com.,
Z0828860VSI0QN49KP5R,AWS::Route53::HostedZone,267682204662,us-east-1,familysafetyresource.org.,
Z0830650NQUZRUJMMRDU,AWS::Route53::HostedZone,267682204662,us-east-1,globelifecoverageinfo.com.,
Z08306516K41KQ4KY94J,AWS::Route53::HostedZone,267682204662,us-east-1,buyglobe.com.,
Z083068515ZGQH18OCPZU,AWS::Route53::HostedZone,267682204662,us-east-1,beginglobenow.com.,
Z08306862OR6CFTDXP4RZ,AWS::Route53::HostedZone,267682204662,us-east-1,globelife-easytobuy.com.,
Z08311561WUZ8W13Y86LP,AWS::Route53::HostedZone,267682204662,us-east-1,buyglobelifetrustedcoverage.com.,
Z08312413RL98ASZCPGQJ,AWS::Route53::HostedZone,267682204662,us-east-1,onedollarbuysglobe.com.,
Z0835652250XLTLMYUYCU,AWS::Route53::HostedZone,215247467417,us-east-1,globelifeprotectsyou.com.,
Z0835815HC25VCMADAGB,AWS::Route53::HostedZone,215247467417,us-east-1,insuranceforonedollar.com.,
Z08358283CSTTNZ700HDP,AWS::Route53::HostedZone,215247467417,us-east-1,globelife-trusted.com.,
Z0835851389TQSL268BH7,AWS::Route53::HostedZone,215247467417,us-east-1,globelifefamily.com.,
Z08360832YPAU85UCS7X5,AWS::Route53::HostedZone,215247467417,us-east-1,globelife-insuranceoffer.com.,
Z08360919HID874F55T7,AWS::Route53::HostedZone,215247467417,us-east-1,globelifefamilycoverage.com.,
Z08363661ALXKZB29NDXL,AWS::Route53::HostedZone,215247467417,us-east-1,globelife-info.com.,
Z08367353H9Y54AREU6VZ,AWS::Route53::HostedZone,215247467417,us-east-1,globeprotectionoffer.com.,
Z0836736YVSVSL2Z7Y7B,AWS::Route53::HostedZone,215247467417,us-east-1,globelifegetprotected.com.,
Z08369283P47HGBA01MM6,AWS::Route53::HostedZone,215247467417,us-east-1,globeinsurancepolicies.com.,
Z083692933GV8TVX6UH0Y,AWS::Route53::HostedZone,215247467417,us-east-1,globe-lifecoverageoffer.com.,
